Livre,Book,Vol,Series,Series CH,Start Page,End page,Region,Type of Place,Place Raw,"Place Raw, Paris, France",Quartier,Lat,Long,Description,Types Involved,Characters (Full Name),Characters (CSV),Shop Name,Store Type,Historical Figures,Date,WikiURL,ImageURL,Discourse
Les secrets de la princesse de Cadignan,SPC,XVI,La Comédie Humaine,Scènes de la vie parisienne,316,316,The Small Tradespeople,Church,Saint-Merry,"""Saint-Merry, Paris, France""",,48.859835,2.351765,Michel Chrestien killed in the Saint-Merry affair,,Michel Chrestien,Michel Chrestien,,,,,,,
Les secrets de la princesse de Cadignan,SPC,XVI,La Comédie Humaine,Scènes de la vie parisienne,317,317,The Small Tradespeople,Church,Saint-Merry,"""Saint-Merry, Paris, France""",,48.859835,2.351765,Michel Chrestien killed in the Saint-Merry affair,,Michel Chrestien,,,,,,,,
Les secrets de la princesse de Cadignan,SPC,XVI,La Comédie Humaine,Scènes de la vie parisienne,327,327,The Small Tradespeople,Church,Saint-Merry,"""Saint-Merry, Paris, France""",,48.859835,2.351765,Michel Chrestien killed in the Saint-Merry affair,,Michel Chrestien,,,,,,,,
Albert Savarus,AS,III,La Comédie Humaine,Scènes de la vie privée,77,77,The Small Tradespeople,Church,Saint-Merry,"""Saint-Merry, Paris, France""",,48.859835,2.351765,Leopold Hannequin wounded at Saint-Merry,,Leopold Hannequin,Leopold Hannequin,,,,,,,
La Maison Nucingen,MN,XIV,La Comédie Humaine,Scènes de la vie parisienne,402,402,The Small Tradespeople,Church,Saint-Merry,"""Saint-Merry, Paris, France""",,48.859835,2.351765,The cap business was bad after Saint-Merry,,,,,,,,,,
Les petits bourgeois,PB,XX,La Comédie Humaine,Scènes de la vie parisienne,39,39,The Small Tradespeople,Church,Saint-Merry,"""Saint-Merry, Paris, France""",,48.859835,2.351765,The catastrophe of Saint-Merry,,,,,,,,,,
Les employés,E,XIX,La Comédie Humaine,Scènes de la vie parisienne,254,254,The Small Tradespeople,Church,Saint-Merry,"""Saint-Merry, Paris, France""",,48.859835,2.351765,The catastrophe of Saint-Merry,,,,,,,,,,
Les petits bourgeois,PB,XX,La Comédie Humaine,Scènes de la vie parisienne,89,89,The Small Tradespeople,Church,Saint-Merry,"""Saint-Merry, Paris, France""",,48.859835,2.351765,Phellion had led his battalion to attack Saint-Merry,,Phellion,Phellion,,,,,,,
Histoire de la grandeur et la décadence de César Birotteau,GDCB,XIV,La Comédie Humaine,Scènes de la vie parisienne,309,309,The Small Tradespeople,Church,Saint-Merry,"""Saint-Merry, Paris, France""",,48.859835,2.351765,Tribunal du Commerce held in the cloister of Saint-Merry; César goes there,,César Birotteau,César,,,,,,,
Illusions perdues,IP,XII,La Comédie Humaine,Scènes de la vie de province,78,78,The Small Tradespeople,Church,Saint-Merry,"""Saint-Merry, Paris, France""",,48.859835,2.351765,Michel Chrestien died in the cloister of Saint-Merry,,Michel Chrestien,Michel Chrestien,,,,,,,
Illusions perdues,IP,XII,La Comédie Humaine,Scènes de la vie de province,81,81,The Small Tradespeople,Church,Saint-Merry,"""Saint-Merry, Paris, France""",,48.859835,2.351765,Michel Chrestien buried by his friends after the affair of Saint-Merry,,Michel Chrestien,Michel Chrestien,,,,,,,
Histoire de la grandeur et la décadence de César Birotteau,GDCB,XIV,La Comédie Humaine,Scènes de la vie parisienne,17,17,The Small Tradespeople,Court,Tribunal de Commerce,"""Tribunal de Commerce, Paris, France""",,48.86917,2.34139,Birotteau is one of the businessmen of the Tribunal de Commerce,,César Birotteau,Birottean,,,,,,,
Histoire de la grandeur et la décadence de César Birotteau,GDCB,XIV,La Comédie Humaine,Scènes de la vie parisienne,309,309,The Small Tradespeople,Church,Saint-Merry,"""Saint-Merry, Paris, France""",,48.859835,2.351765,He returns from the Tribunal de Commerce at Saint-Merry,,,,,,,,,,
Modeste Mignon,MM,II,La Comédie Humaine,Scènes de la vie privée,30,30,The Small Tradespeople,Court,Tribunal de Commerce,"""Tribunal de Commerce, Paris, France""",,48.86917,2.34139,In 1825-1826 a banker presided at the Tribunal de Commerce,,,,,,,,,,
Un épidode sous la terreur,ET,XXI,La Comédie Humaine,Scènes de la vie politique,3,3,The Small Tradespeople,Street,faubourg Saint-Martin,"""faubourg Saint-Martin, Paris, France""",faubourg Saint-Martin,48.869667,2.355931,Saint-Laurent's church in the faubourg Saint-Martin,,,,,,,,,,
Un épidode sous la terreur,ET,XXI,La Comédie Humaine,Scènes de la vie politique,9,9,The Small Tradespeople,Street,faubourg Saint-Martin,"""faubourg Saint-Martin, Paris, France""",faubourg Saint-Martin,48.869667,2.355931,Scene of the drama is the upper regions of the faubourg; a deserted place,,,,,,,,,,
Le colonel Chabert,CC,VII,La Comédie Humaine,Scènes de la vie privée,30,30,The Small Tradespeople,Street,faubourg Saint-Martin,"""faubourg Saint-Martin, Paris, France""",faubourg Saint-Martin,48.869667,2.355931,Chabert fainted near an iron merchant's when crossing the faubourg Saint-Martin,,Colonel Chabert,Chahert,,,,,,,
Histoire de la grandeur et la décadence de César Birotteau,GDCB,XIV,La Comédie Humaine,Scènes de la vie parisienne,91,91,The Small Tradespeople,Street,faubourg Saint-Martin,"""faubourg Saint-Martin, Paris, France""",faubourg Saint-Martin,48.869667,2.355931,The Saint-Martin quarter is joined to the Halles quarter by the Cour Batave and the rue Quincampoix; description of adjacent Streets,,,,,,,,,,
Les employés,E,XIX,La Comédie Humaine,Scènes de la vie parisienne,55,55,The Small Tradespeople,Street,faubourg Saint-Martin,"""faubourg Saint-Martin, Paris, France""",faubourg Saint-Martin,48.869667,2.355931,Gigonnet discounted the bills of the quarter Saint-Martin,,Gigonnet,,,,,,,,
Les employés,E,XIX,La Comédie Humaine,Scènes de la vie parisienne,56,56,The Small Tradespeople,Street,faubourg Saint-Martin,"""faubourg Saint-Martin, Paris, France""",faubourg Saint-Martin,48.869667,2.355931,Gigonnet discounted the bills of the quarter Saint-Martin,,Gigonnet,,,,,,,,
Illusions perdues,IP,XII,La Comédie Humaine,Scènes de la vie de province,117,117,The Small Tradespeople,Street,rue de Bondy,"""rue de Bondy, Paris, France""",,48.86881,2.35917,Florine's apartment furnished by Matifat is situated in the rue de Bondy,,Florine::Matifat,Matifat,,,,,http://fr.wikipedia.org/wiki/Rue_Ren%C3%A9-Boulanger,,
Illusions perdues,IP,XII,La Comédie Humaine,Scènes de la vie de province,146,146,The Small Tradespeople,Street,rue de Bondy,"""rue de Bondy, Paris, France""",,48.86881,2.35917,Florine's apartment furnished by Matifat is situated in the rue de Bondy,,Florine::Matifat,,,,,,,,
Illusions perdues,IP,XII,La Comédie Humaine,Scènes de la vie de province,170,170,The Small Tradespeople,Street,rue de Bondy,"""rue de Bondy, Paris, France""",,48.86881,2.35917,Florine's apartment furnished by Matifat is situated in the rue de Bondy,,Florine::Matifat,,,,,,,,
Le cousin Pons,Po,XVIII,La Comédie Humaine,Scènes de la vie parisienne,337,337,The Small Tradespeople,Street,rue de Bondy,"""rue de Bondy, Paris, France""",,48.86881,2.35917,"""Topinard lives in Cité Bordin, which connects with the rue de Bondy""",,Topinard,Topinard,,,,,,,
Le cousin Pons,Po,XVIII,La Comédie Humaine,Scènes de la vie parisienne,338,338,The Small Tradespeople,Street,rue de Bondy,"""rue de Bondy, Paris, France""",,48.86881,2.35917,"""Topinard lives in Cité Bordin, which connects with the rue de Bondy""",,Topinard,,,,,,,,
Le cousin Pons,Po,XVIII,La Comédie Humaine,Scènes de la vie parisienne,352,352,The Small Tradespeople,Street,rue de Bondy,"""rue de Bondy, Paris, France""",,48.86881,2.35917,"""Topinard lives in Cité Bordin, which connects with the rue de Bondy""",,Topinard,,,,,,,,
Les petits bourgeois,PB,XX,La Comédie Humaine,Scènes de la vie parisienne,133,133,The Small Tradespeople,Street,rue Chapon,"""rue Chapon, Paris, France""",,48.86403,2.353965,Cérizet's stairway came from the rue Chapon,,Cérizet,,,,,,,,
Un épidode sous la terreur,ET,XXI,La Comédie Humaine,Scènes de la vie politique,9,9,The Small Tradespeople,Street,rue du Faubourg-Saint-Martin,"""rue du Faubourg-Saint-Martin, Paris, France""",faubourg Saint-Martin,48.883655,2.368315,Situation of the house where the drama of the rue duFaubourg-Saint.Martin takes place,,,,,,,,,,
Histoire de la grandeur et la décadence de César Birotteau,GDCB,XIV,La Comédie Humaine,Scènes de la vie parisienne,97,97,The Small Tradespeople,Street,rue Grenetat,"""rue Grenetat, Paris, France""",,48.865225,2.3517,Gigonnet lives in the rue Grenetat,,Gigonnet,Gigonnet,,,,,,,
Histoire de la grandeur et la décadence de César Birotteau,GDCB,XIV,La Comédie Humaine,Scènes de la vie parisienne,274,274,The Small Tradespeople,Street,rue Grenetat,"""rue Grenetat, Paris, France""",,48.865225,2.3517,"""Description of Gigonnet's house, rue Grenetat""",,Gigonnet,Gigonnet,,,,,,,
Histoire de la grandeur et la décadence de César Birotteau,GDCB,XIV,La Comédie Humaine,Scènes de la vie parisienne,275,275,The Small Tradespeople,Street,rue Grenetat,"""rue Grenetat, Paris, France""",,48.865225,2.3517,"""Description of Gigonnet's house, rue Grenetat""",,Gigonnet,,,,,,,,
Histoire de la grandeur et la décadence de César Birotteau,GDCB,XIV,La Comédie Humaine,Scènes de la vie parisienne,276,276,The Small Tradespeople,Street,rue Grenetat,"""rue Grenetat, Paris, France""",,48.865225,2.3517,"""Description of Gigonnet's house, rue Grenetat""",,Gigonnet,,,,,,,,
Histoire de la grandeur et la décadence de César Birotteau,GDCB,XIV,La Comédie Humaine,Scènes de la vie parisienne,283,283,The Small Tradespeople,Street,rue Grenetat,"""rue Grenetat, Paris, France""",,48.865225,2.3517,"""Description of Gigonnet's house, rue Grenetat""",,Gigonnet,,,,,,,,
Les employés,E,XIX,La Comédie Humaine,Scènes de la vie parisienne,55,55,The Small Tradespeople,Street,rue Grenetat,"""rue Grenetat, Paris, France""",,48.865225,2.3517,Gigonnet's business in the quarter of the rue Grenetat,,Gigonnet,Gigonnet,,,,,,,
Le cousin Pons,Po,XVIII,La Comédie Humaine,Scènes de la vie parisienne,337,337,The Small Tradespeople,Street,rue des Mathurins,"""rue des Mathurins, Paris, France""",,48.873455,2.321585,"""Cife Bordin slopes toward the rue des Mathurins (?), (Marais)-du-Temple""",,Bordin,Bordin,,,,,,,
Z. Marcas,ZM,XXI,La Comédie Humaine,Scènes de la vie politique,413,413,The Small Tradespeople,Street,rue Michel-le-Comto,"""rue Michel-le-Comto, Paris, France""",,48.862355,2.355678,"""Mars ate for 9 sous per meal at Mizerai's, rue Michel-le-Comto``""",,,,,,,,,,
La duchesse de Langeais,DL,XIII,La Comédie Humaine,Scènes de la vie parisienne,179,179,The Small Tradespeople,Street,rue de Moutmorency,"""rue de Moutmorency, Paris, France""",,48.863455,2.353665,The rue de Moutmorency,,,,,,,,,,
Un épidode sous la terreur,ET,XXI,La Comédie Humaine,Scènes de la vie politique,4,4,The Small Tradespeople,Residence,rue des Morts,"""rue des Morts, Paris, France""",,48.867154,2.379384,The rue des Morts (rue des Ecluses-Saint-Martin),,,,,,,,,,
Les petits bourgeois,PB,XX,La Comédie Humaine,Scènes de la vie parisienne,196,196,The Small Tradespeople,Street,rue Notre-Dame-de-Nazareth,"""rue Notre-Dame-de-Nazareth, Paris, France""",,48.86807,2.3543,Cérizet received Poupiffier's rent for his house in rue Notre.Dame..de.Nazareth,,Cérizet,Cerizet,,,,,,,
Histoire de la grandeur et la décadence de César Birotteau,GDCB,XIV,La Comédie Humaine,Scènes de la vie parisienne,91,91,The Small Tradespeople,Street,rue Quincampoix,"""rue Quincampoix, Paris, France""",,48.86281,2.351395,The famous rue Quincampoix,,,,,,,,,,
Histoire de la grandeur et la décadence de César Birotteau,GDCB,XIV,La Comédie Humaine,Scènes de la vie parisienne,144,144,The Small Tradespeople,Street,rue Quincampoix,"""rue Quincampoix, Paris, France""",,48.86281,2.351395,The famous rue Quincampoix,,,,,,,,,,
Un début dans la vie,DV,II,La Comédie Humaine,Scènes de la vie privée,406,406,The Small Tradespeople,Street,rue Saint-Martin,"""rue Saint-Martin, Paris, France""",,48.868835,2.355475,Georges Marest says he is son of a rich ironmonger of the rue Saint-Martin,,Georges Marest,Georges Marest,,,,,,,
Un début dans la vie,DV,II,La Comédie Humaine,Scènes de la vie privée,21,21,The Small Tradespeople,Street,rue Saint-Martin,"""rue Saint-Martin, Paris, France""",,48.868835,2.355475,Georges Marest says he is son of a rich ironmonger of the rue Saint-Martin,,,,,,,,,,
Histoire de la grandeur et la décadence de César Birotteau,GDCB,XIV,La Comédie Humaine,Scènes de la vie parisienne,67,67,The Small Tradespeople,Street,rue Saint-Martin,"""rue Saint-Martin, Paris, France""",,48.868835,2.355475,"""Werbrust and Gigonnet, discounters of the commerce of the rues Saint-Denis and Saint-Martin""",,Werbrust::Gigonnet,"""Werbrust, Gigonnet""",,,,,,,
Les employés,E,XIX,La Comédie Humaine,Scènes de la vie parisienne,115,115,The Small Tradespeople,Street,rue Saint-Martin,"""rue Saint-Martin, Paris, France""",,48.868835,2.355475,"""Tournan, hatter, of the rue Saint-Martin""",,Tournan,Tournan,,,,,,,
La duchesse de Langeais,DL,XIII,La Comédie Humaine,Scènes de la vie parisienne,179,179,The Small Tradespeople,Street,rue Saint-Martin,"""rue Saint-Martin, Paris, France""",,48.868835,2.355475,"""The dirty, provincial, ill-shod masses of the rue Saint-Martin""",,,,,,,,,,
Les petits bourgeois,PB,XX,La Comédie Humaine,Scènes de la vie parisienne,39,39,The Small Tradespeople,Quarter,rue Transnonain,"""rue Transnonain, Paris, France""",,48.862343,2.35407,The catastrophe (1834) of the rue Transnonain,,catastrophe,catastrophe,,,,1834,,,
Le cousin Pons,Po,XVIII,La Comédie Humaine,Scènes de la vie parisienne,337,337,The Small Tradespeople,Street,rue Bouchardon,"""rue Bouchardon, Paris, France""",,48.870075,2.35734,Topinard lives in Cité Bordin (rue Bouchardon?) description,,Topinard,Topinard,,,,,"""rue Bouchardon, Paris, France""",-,
Le cousin Pons,Po,XVIII,La Comédie Humaine,Scènes de la vie parisienne,338,338,The Small Tradespeople,Street,rue Bouchardon,"""rue Bouchardon, Paris, France""",,48.870075,2.35734,Topinard lives in Cité Bordin (rue Bouchardon?) description,,,,,,,,,,
Le cousin Pons,Po,XVIII,La Comédie Humaine,Scènes de la vie parisienne,352,352,The Small Tradespeople,Street,rue Bouchardon,"""rue Bouchardon, Paris, France""",,48.870075,2.35734,Topinard lives in Cité Bordin (rue Bouchardon?) description,,,,,,,,,,
Le père Goriot,PG,VI,La Comédie Humaine,Scènes de la vie privée,337,337,The Small Tradespeople,Institution,the Conservatoire,"""the Conservatoire, Paris, France""",,48.87357,2.34689,The machines they put at the Conservatoire,,,,,,,,"""the Conservatoire, Paris, France""",-,
La Maison du chat-qui-pelote,MCP,I,La Comédie Humaine,Scènes de la vie privée,1,1,The Small Tradespeople,Institution,the Conservatoire,"""the Conservatoire, Paris, France""",,48.87357,2.34689,Example of French cabinet-work which should be put in the Conservatoire,,,,,,,,"""the Conservatoire, Paris, France""",-,
La Maison du chat-qui-pelote,MCP,I,La Comédie Humaine,Scènes de la vie privée,4,4,The Small Tradespeople,Institution,the Conservatoire,"""the Conservatoire, Paris, France""",,48.87357,2.34689,Example of French cabinet-work which should be put in the Conservatoire,,,,,,,,,,
Le père Goriot,PG,VI,La Comédie Humaine,Scènes de la vie privée,490,490,The Small Tradespeople,Street,rue du Faubourg-Saint-Martin,"""rue du Faubourg-Saint-Martin, Paris, France""",faubourg Saint-Martin,48.883655,2.368315,"""Incurableg, in the rue du Faubourg-Saint-Martin""",,Incurableg,Incurableg,,,,,"""rue du Faubourg-Saint-Martin, Paris, France""",-,
Le curé de village,CV,XXV,La Comédie Humaine,Scènes de la vie de province,209,209,The Small Tradespeople,Street,Saint-Louis,"""Saint-Louis, Paris, France""",,48.89085,2.418333,Catherine Curieux at the hopital Saint-Louis,,Catherine Curieux,Catherine,,,,,"""Saint-Louis, Paris, France, Paris, France""",-,
Le curé de village,CV,XXV,La Comédie Humaine,Scènes de la vie de province,232,232,The Small Tradespeople,Street,Saint-Louis,"""Saint-Louis, Paris, France""",,48.89085,2.418333,Catherine Curieux at the hopital Saint-Louis,,Catherine Curieux,,,,,,,,
Un épidode sous la terreur,ET,XXI,La Comédie Humaine,Scènes de la vie politique,3,3,The Small Tradespeople,Street,faubourg Saint-Martin,"""faubourg Saint-Martin, Paris, France""",faubourg Saint-Martin,48.869667,2.355931,The steep eminence which ends in front of Saint-Lau-rent's in the faubourg Saint-Martin,,,,,,,,,,
Histoire de la grandeur et la décadence de César Birotteau,GDCB,XIV,La Comédie Humaine,Scènes de la vie parisienne,14,14,The Small Tradespeople,Theater,faubourg du Temple,"""faubourg du Temple, Paris, France""",faubourg du Temple,48.864911,2.365843,César had factories in the faubourg du Temple,,César Birotteau,César,,,,,,,
Histoire de la grandeur et la décadence de César Birotteau,GDCB,XIV,La Comédie Humaine,Scènes de la vie parisienne,35,35,The Small Tradespeople,Theater,faubourg du Temple,"""faubourg du Temple, Paris, France""",faubourg du Temple,48.864911,2.365843,He rented a shanty and lots in the faubourg du Temple,,,,,,,,,,
Histoire de la grandeur et la décadence de César Birotteau,GDCB,XIV,La Comédie Humaine,Scènes de la vie parisienne,119,119,The Small Tradespeople,Theater,faubourg du Temple,"""faubourg du Temple, Paris, France""",faubourg du Temple,48.864911,2.365843,César Birotteau and Popinot's workshop in the faubourg du Temple,,César Birotteau::Popinot,"""César Birotteau, Popinot""",,,,,,,
Histoire de la grandeur et la décadence de César Birotteau,GDCB,XIV,La Comédie Humaine,Scènes de la vie parisienne,129,129,The Small Tradespeople,Theater,faubourg du Temple,"""faubourg du Temple, Paris, France""",faubourg du Temple,48.864911,2.365843,César Birotteau and Popinot's workshop in the faubourg du Temple,,César Birotteau::Popinot,"""César Birotteau, Popinot""",,,,,,,
